issn_l,cr_year,article_total,upw_hybrid_total,cr_hybrid_total,cat
1865-0473,2019,1,0,0,Germany
1939-8115,2017,4,0,0,Germany
2472-5390,2021,1,0,0,Germany
0016-8777,2017,9,0,0,Germany
0017-9078,2018,2,0,0,Germany
0032-5481,2019,1,0,0,Germany
0150-9861,2020,3,0,0,Germany
0193-1849,2018,1,0,0,Germany
0268-117X,2021,1,0,0,Germany
0304-3959,2018,19,1,0,Germany
1045-3873,2018,13,0,0,Germany
1070-986X,2020,1,0,0,Germany
1323-3580,2018,1,0,0,Germany
1358-3883,2020,1,0,0,Germany
1363-2752,2017,2,0,0,Germany
2055-0278,2020,25,0,0,Germany
2195-4755,2018,1,0,0,Germany
2210-5697,2018,1,0,0,Germany
2510-2648,2017,17,0,0,Germany
2732-4176,2021,1,0,0,Germany
0022-0000,2018,3,0,0,Germany
0022-2429,2017,5,0,0,Germany
0045-2068,2018,1,0,0,Germany
0260-437X,2017,1,0,0,Germany
0271-8235,2018,8,0,0,Germany
0301-4851,2019,11,0,0,Germany
0827-6331,2018,2,0,0,Germany
1556-4711,2019,1,0,0,Germany
1744-9855,2017,1,0,0,Germany
2196-4386,2019,3,0,0,Germany
2213-4344,2020,1,0,0,Germany
2468-9238,2019,1,0,0,Germany
0022-1090,2018,1,0,0,Germany
0181-5512,2019,1,0,0,Germany
0305-0041,2019,1,0,0,Germany
0885-3282,2021,1,0,0,Germany
0899-0220,2019,1,0,0,Germany
2052-5192,2018,8,0,0,Germany
2468-7499,2021,4,0,0,Germany
0018-926X,2019,19,0,0,Germany
0039-3274,2017,1,0,0,Germany
0167-7152,2017,7,0,0,Germany
0362-9805,2018,1,0,0,Germany
0377-2217,2019,56,0,0,Germany
0947-7411,2017,15,0,0,Germany
1747-938X,2017,3,0,0,Germany
0022-3980,2017,1,0,0,Germany
0024-4082,2018,8,0,0,Germany
0026-3672,2017,4,0,0,Germany
0097-7004,2017,1,0,0,Germany
0926-860X,2017,9,0,0,Germany
1535-2811,2017,1,0,0,Germany
1537-7814,2017,1,0,0,Germany
1567-2050,2021,4,0,0,Germany
0015-8518,2018,1,0,0,Germany
0729-4360,2020,3,0,0,Germany
0883-5993,2017,3,0,0,Germany
0891-3668,2021,7,0,0,Germany
0899-3459,2020,2,0,0,Germany
1028-415X,2019,4,0,0,Germany
1863-2637,2021,11,0,0,Germany
2393-9575,2021,2,0,0,Germany
0002-8614,2018,8,0,0,Germany
0004-9425,2017,4,0,0,Germany
0012-1924,2021,9,5,0,Germany
0091-0627,2019,3,0,0,Germany
0190-0692,2019,6,0,0,Germany
0191-6599,2020,7,0,0,Germany
0232-1300,2017,7,0,0,Germany
0266-352X,2019,7,0,0,Germany
0300-8207,2018,1,0,0,Germany
0749-0704,2018,2,0,0,Germany
1369-1465,2020,3,0,0,Germany
1389-2029,2020,2,0,0,Germany
0001-5954,2018,5,0,0,Germany
0021-9517,2018,15,0,0,Germany
0141-8130,2017,7,0,0,Germany
0167-2789,2017,6,0,0,Germany
0269-9206,2020,1,0,0,Germany
0334-1763,2021,2,0,0,Germany
0731-7085,2018,25,0,0,Germany
0734-371X,2021,1,0,0,Germany
0955-7571,2020,3,0,0,Germany
1015-3837,2017,3,0,0,Germany
1019-2050,2018,2,0,0,Germany
1045-4438,2018,1,0,0,Germany
1432-6981,2017,69,0,0,Germany
1522-6514,2019,3,0,0,Germany
1615-9071,2020,2,0,0,Germany
1750-743X,2018,5,0,0,Germany
1932-4391,2019,1,0,0,Germany
1932-4553,2018,4,0,0,Germany
2053-9320,2020,1,0,0,Germany
0016-1136,2020,2,0,0,Germany
0143-005X,2019,5,1,0,Germany
0308-5694,2020,2,0,0,Germany
0391-5026,2017,3,0,0,Germany
0949-1619,2021,1,0,0,Germany
1054-1500,2021,25,8,0,Germany
1089-7860,2020,2,0,0,Germany
2515-446X,2019,1,0,0,Germany
0167-8655,2021,2,0,0,Germany
0179-1613,2018,3,0,0,Germany
0267-8179,2018,3,0,0,Germany
0742-4477,2017,3,0,0,Germany
0920-4105,2020,6,0,0,Germany
0921-5107,2017,1,0,0,Germany
1028-6632,2021,3,0,0,Germany
1062-8606,2018,1,0,0,Germany
1389-5729,2020,1,0,0,Germany
1571-5124,2019,2,0,0,Germany
1572-1000,2020,5,0,0,Germany
0256-7679,2021,1,0,0,Germany
0883-5993,2020,3,0,0,Germany
0886-0440,2017,5,0,0,Germany
0925-8531,2017,2,0,0,Germany
1385-9587,2021,1,0,0,Germany
1529-7535,2017,1,0,0,Germany
1932-7447,2020,181,19,0,Germany
1947-5020,2020,2,0,0,Germany
1989-9386,2021,2,0,0,Germany
1387-6732,2017,1,0,0,Germany
1433-8319,2017,11,0,0,Germany
1462-0324,2017,20,3,0,Germany
1865-1550,2018,6,0,0,Germany
1869-3474,2017,1,0,0,Germany
2190-8273,2021,1,0,0,Germany
2473-3938,2021,7,0,0,Germany
0026-7074,2017,2,0,0,Germany
0166-2236,2019,6,0,0,Germany
0277-5395,2018,1,0,0,Germany
0960-0035,2021,1,0,0,Germany
0968-0896,2020,11,0,0,Germany
1049-2275,2021,10,0,0,Germany
1465-4466,2019,2,0,0,Germany
2213-1027,2019,1,0,0,Germany
0167-8191,2019,7,0,0,Germany
0301-4681,2019,2,0,0,Germany
0929-0761,2017,1,0,0,Germany
1383-5769,2020,4,0,0,Germany
1536-1225,2018,4,0,0,Germany
1545-598X,2019,7,0,0,Germany
1744-5760,2018,2,0,0,Germany
2197-2796,2021,7,0,0,Germany
0020-5214,2021,11,0,0,Germany
0033-6807,2019,3,0,0,Germany
0167-3831,2019,1,0,0,Germany
0278-5846,2017,10,0,0,Germany
0890-8508,2018,1,0,0,Germany
0927-0248,2017,43,0,0,Germany
0939-5075,2017,17,0,0,Germany
0971-8044,2017,1,0,0,Germany
1354-9839,2018,8,0,0,Germany
1478-1387,2018,3,0,0,Germany
1746-9899,2018,1,0,0,Germany
1757-7004,2017,3,0,0,Germany
1876-1933,2020,1,0,0,Germany
1931-7611,2018,1,0,0,Germany
2661-8893,2019,1,0,0,Germany
0004-5411,2017,3,0,0,Germany
0144-8765,2017,2,0,0,Germany
0165-7305,2020,4,0,0,Germany
0895-7959,2017,7,0,0,Germany
0929-1903,2020,3,1,0,Germany
1361-374X,2020,2,0,0,Germany
2197-2796,2020,10,0,0,Germany
2373-6992,2019,2,0,0,Germany
0020-1669,2020,141,16,0,Germany
0145-2126,2019,5,0,0,Germany
0309-3646,2018,2,1,0,Germany
1070-9878,2018,10,0,0,Germany
1359-8368,2017,9,0,0,Germany
1533-4058,2020,2,0,0,Germany
1536-383X,2019,1,0,0,Germany
1550-8943,2019,1,0,0,Germany
1838-0743,2021,1,0,0,Germany
2095-0195,2018,1,0,0,Germany
0162-9778,2018,1,0,0,Germany
0378-5548,2018,2,0,0,Germany
0896-9205,2020,2,0,0,Germany
0925-9864,2017,4,0,0,Germany
0946-4565,2019,40,0,0,Germany
1344-6223,2017,5,0,0,Germany
1359-5237,2021,1,0,0,Germany
1403-6096,2017,1,0,0,Germany
1745-2759,2018,1,0,0,Germany
2167-485X,2017,2,0,0,Germany
0006-341X,2017,8,0,0,Germany
0022-0493,2017,1,0,0,Germany
0038-0121,2018,2,0,0,Germany
0041-1345,2018,9,0,0,Germany
0141-0423,2018,1,0,0,Germany
0167-4544,2017,18,0,0,Germany
1054-1500,2020,34,5,0,Germany
1087-0156,2020,8,0,0,Germany
1462-6268,2019,1,0,0,Germany
1947-461X,2019,1,0,0,Germany
1948-7193,2017,5,1,0,Germany
2047-9956,2018,1,0,0,Germany
0084-4152,2019,2,0,0,Germany
0268-960X,2017,1,0,0,Germany
0720-5775,2021,11,0,0,Germany
1120-2890,2017,1,0,0,Germany
1354-0793,2018,2,0,0,Germany
1463-1377,2020,8,0,0,Germany
1472-9679,2021,1,0,0,Germany
0233-1888,2021,4,0,0,Germany
0869-8643,2019,1,0,0,Germany
0936-6768,2021,1,0,0,Germany
0966-369X,2018,1,0,0,Germany
1091-8531,2019,1,0,0,Germany
1432-847X,2018,1,0,0,Germany
1464-9373,2020,1,0,0,Germany
1523-0864,2018,21,2,0,Germany
1571-7283,2019,2,0,0,Germany
1748-1708,2018,38,0,0,Germany
1863-1703,2018,1,0,0,Germany
1878-7789,2021,1,0,0,Germany
1938-5862,2018,14,0,0,Germany
2468-1156,2020,7,0,0,Germany
0046-2772,2018,12,0,0,Germany
0233-1934,2020,8,0,0,Germany
0740-0020,2020,3,0,0,Germany
0897-6546,2018,1,0,0,Germany
1472-586X,2018,1,0,0,Germany
1758-0854,2017,1,0,0,Germany
2634-8276,2021,1,0,0,Germany
0141-6200,2018,1,0,0,Germany
0143-2885,2018,8,0,0,Germany
0260-7476,2018,1,0,0,Germany
0897-7194,2018,1,0,0,Germany
1073-8746,2018,2,0,0,Germany
1094-8341,2021,2,0,0,Germany
1471-2598,2021,4,0,0,Germany
1740-3812,2019,2,0,0,Germany
1752-0363,2017,3,0,0,Germany
0002-919X,2020,1,0,0,Germany
0013-9157,2019,2,0,0,Germany
0044-7447,2018,4,0,0,Germany
0890-3344,2021,1,0,0,Germany
1045-7097,2021,1,0,0,Germany
1079-0632,2018,3,0,0,Germany
1389-1286,2017,7,0,0,Germany
1566-0141,2017,1,0,0,Germany
1944-8201,2020,2,0,0,Germany
2193-6218,2017,107,0,0,Germany
0022-8877,2020,16,0,0,Germany
0028-3045,2018,10,0,0,Germany
0030-2414,2018,6,0,0,Germany
0309-1740,2017,5,0,0,Germany
0954-349X,2019,5,0,0,Germany
1477-9072,2017,4,0,0,Germany
1533-6077,2017,2,0,0,Germany
1546-542X,2018,4,0,0,Germany
1613-7159,2018,1,0,0,Germany
2055-7973,2021,1,0,0,Germany
2057-3316,2017,1,0,0,Germany
2405-4577,2019,4,0,0,Germany
0003-9969,2020,3,0,0,Germany
0020-7748,2017,1,0,0,Germany
0021-9983,2018,17,1,0,Germany
0023-2165,2021,97,0,0,Germany
0300-483X,2019,2,0,0,Germany
1354-8506,2019,3,0,0,Germany
1435-0017,2018,30,0,0,Germany
1523-0864,2019,11,3,0,Germany
1525-5050,2020,19,0,0,Germany
1616-3443,2018,21,0,0,Germany
0004-0894,2018,4,0,0,Germany
0018-8158,2017,16,0,0,Germany
0141-1896,2017,1,0,0,Germany
1545-9683,2020,1,0,0,Germany
2405-8300,2021,1,0,0,Germany
0377-0257,2017,2,0,0,Germany
0894-3257,2018,1,0,0,Germany
1615-715X,2018,4,0,0,Germany
1932-202X,2019,1,0,0,Germany
1932-5150,2017,5,1,0,Germany
2168-8370,2019,1,0,0,Germany
0009-2797,2020,4,0,0,Germany
0020-7519,2020,5,0,0,Germany
0092-640X,2021,1,0,0,Germany
0375-9601,2019,6,0,0,Germany
0707-5332,2018,1,0,0,Germany
0897-5353,2017,1,0,0,Germany
0921-4488,2019,3,0,0,Germany
0939-4753,2019,7,0,0,Germany
1755-5345,2017,2,0,0,Germany
0009-9260,2021,5,0,0,Germany
0032-678X,2017,5,0,0,Germany
0141-9889,2019,4,0,0,Germany
0168-8162,2017,1,0,0,Germany
0169-6149,2018,1,0,0,Germany
0272-7757,2018,8,0,0,Germany
0306-6150,2019,4,0,0,Germany
0362-546X,2021,10,0,0,Germany
0363-0234,2019,1,0,0,Germany
0886-9383,2018,2,0,0,Germany
0957-8765,2018,4,0,0,Germany
1499-9013,2019,2,0,0,Germany
1521-6926,2017,2,0,0,Germany
2332-7782,2020,2,0,0,Germany
0165-0327,2019,44,0,0,Germany
0736-2994,2017,3,0,0,Germany
0952-4622,2021,2,0,0,Germany
0959-3020,2020,1,0,0,Germany
1388-1981,2021,6,0,0,Germany
1474-8185,2019,2,0,0,Germany
1568-1475,2017,2,0,0,Germany
1862-040X,2017,53,0,0,Germany
1868-7865,2018,2,0,0,Germany
2210-9706,2020,4,0,0,Germany
0003-1348,2021,1,0,0,Germany
0009-840X,2019,1,0,0,Germany
0042-6822,2018,8,0,0,Germany
1061-9208,2021,2,0,0,Germany
1342-1751,2018,3,0,0,Germany
1744-1056,2021,2,0,0,Germany
1749-818X,2019,4,0,0,Germany
1752-4032,2017,2,0,0,Germany
1939-1374,2021,1,0,0,Germany
2095-2430,2020,6,0,0,Germany
2195-7185,2018,1,0,0,Germany
2380-0186,2017,9,0,0,Germany
0363-6143,2018,4,1,0,Germany
0732-2992,2020,1,0,0,Germany
1041-3200,2020,1,0,0,Germany
1367-8868,2018,1,0,0,Germany
1877-0533,2017,5,0,0,Germany
1995-4255,2021,1,0,0,Germany
0165-2427,2019,4,0,0,Germany
0169-2070,2017,7,0,0,Germany
0378-2166,2018,5,0,0,Germany
0931-2668,2019,3,0,0,Germany
1468-3857,2017,3,0,0,Germany
1522-7200,2017,5,0,0,Germany
1664-221X,2017,1,0,0,Germany
1879-9817,2020,1,0,0,Germany
2047-0770,2018,1,0,0,Germany
2213-2929,2017,6,0,0,Germany
2352-6408,2021,1,0,0,Germany
2364-6861,2019,5,0,0,Germany
0022-5185,2019,5,0,0,Germany
0343-2521,2017,3,0,0,Germany
0887-6185,2017,5,0,0,Germany
0893-0341,2019,2,0,0,Germany
1040-5488,2021,1,0,0,Germany
1475-3820,2019,1,0,0,Germany
1530-3667,2020,3,0,0,Germany
1556-6072,2020,4,0,0,Germany
2167-0811,2018,5,0,0,Germany
0022-1910,2020,7,0,0,Germany
0034-4338,2021,4,0,0,Germany
0190-7409,2018,1,0,0,Germany
0722-1819,2017,24,0,0,Germany
0964-5292,2020,3,0,0,Germany
1029-8436,2019,1,0,0,Germany
1367-9120,2019,3,0,0,Germany
1743-2200,2018,3,0,0,Germany
2213-4794,2020,5,0,0,Germany
0251-4184,2017,1,0,0,Germany
0261-9768,2018,2,0,0,Germany
0304-3886,2020,3,0,0,Germany
0892-7553,2019,1,0,0,Germany
0968-090X,2018,6,0,0,Germany
1024-2422,2017,1,0,0,Germany
1740-5904,2017,2,0,0,Germany
1744-6414,2018,1,0,0,Germany
0009-5915,2019,1,0,0,Germany
0039-3681,2018,9,0,0,Germany
0266-8920,2020,3,0,0,Germany
0882-5734,2017,1,0,0,Germany
0887-624X,2017,12,0,0,Germany
0939-5075,2018,1,0,0,Germany
1043-4062,2017,2,0,0,Germany
1062-4821,2017,1,0,0,Germany
1352-0504,2019,4,0,0,Germany
1354-6783,2020,3,0,0,Germany
1529-7535,2020,4,0,0,Germany
1573-4277,2017,1,0,0,Germany
1740-0201,2017,2,0,0,Germany
2042-8898,2021,1,0,0,Germany
2193-7192,2019,8,0,0,Germany
2452-2929,2018,2,0,0,Germany
0015-2684,2017,1,0,0,Germany
0022-4065,2020,1,0,0,Germany
0081-2463,2018,2,0,0,Germany
0363-9762,2019,19,2,0,Germany
0370-1573,2020,8,0,0,Germany
0720-213X,2019,5,0,0,Germany
0899-5605,2021,1,0,0,Germany
0959-9916,2021,4,0,0,Germany
1353-8292,2019,1,0,0,Germany
1359-0286,2020,1,0,0,Germany
1535-1459,2017,3,0,0,Germany
2195-8262,2018,64,0,0,Germany
2198-6096,2018,1,0,0,Germany
0003-4800,2021,1,0,0,Germany
0020-6814,2018,1,0,0,Germany
0033-4006,2019,51,0,0,Germany
0047-2212,2017,4,0,0,Germany
0172-9179,2018,5,0,0,Germany
0317-1671,2019,1,0,0,Germany
0955-2340,2020,2,0,0,Germany
0960-894X,2019,14,0,0,Germany
1356-3475,2020,1,0,0,Germany
1547-0148,2021,1,0,0,Germany
1556-7265,2017,1,0,0,Germany
1610-241X,2017,6,0,0,Germany
1746-8094,2018,2,0,0,Germany
1934-8282,2017,2,0,0,Germany
2168-0566,2021,1,0,0,Germany
2210-7762,2017,1,0,0,Germany
0002-8614,2017,3,0,0,Germany
0003-4932,2018,12,1,0,Germany
0022-1686,2020,1,0,0,Germany
0928-0707,2018,9,0,0,Germany
1046-7408,2017,4,0,0,Germany
1353-3452,2018,1,0,0,Germany
1872-3128,2021,1,0,0,Germany
2058-6124,2018,1,0,0,Germany
2167-9169,2017,1,0,0,Germany
2468-1156,2019,3,0,0,Germany
0277-9536,2018,7,0,0,Germany
0306-4565,2017,1,0,0,Germany
1045-9219,2019,4,0,0,Germany
1559-047X,2017,9,0,0,Germany
1861-2032,2019,1,0,0,Germany
1946-7729,2021,1,0,0,Germany
2589-9775,2019,1,0,0,Germany
0010-8545,2019,16,0,0,Germany
0040-1951,2017,33,0,0,Germany
0167-6997,2017,2,0,0,Germany
0885-7466,2018,3,0,0,Germany
0923-2508,2020,1,0,0,Germany
1566-5852,2019,2,0,0,Germany
0022-3050,2018,14,1,0,Germany
0032-678X,2021,19,0,0,Germany
0082-5433,2017,1,0,0,Germany
0162-1459,2017,2,0,0,Germany
0301-9268,2019,8,0,0,Germany
1479-666X,2019,2,0,0,Germany
1522-6417,2018,3,0,0,Germany
1555-614X,2017,2,0,0,Germany
2050-8840,2017,1,0,0,Germany
2055-0278,2018,13,0,0,Germany
2212-6570,2017,4,0,0,Germany
2212-6570,2019,13,0,0,Germany
0019-7246,2019,2,0,0,Germany
0020-8590,2018,1,0,0,Germany
0021-0862,2020,3,0,0,Germany
0515-3700,2018,1,0,0,Germany
0929-1903,2018,1,0,0,Germany
0951-7367,2021,2,0,0,Germany
1023-263X,2018,1,0,0,Germany
1529-3785,2021,3,0,0,Germany
1566-0702,2018,3,0,0,Germany
1942-7603,2017,27,0,0,Germany
2042-678X,2017,1,0,0,Germany
2468-8967,2018,1,0,0,Germany
0885-3177,2020,3,0,0,Germany
0891-6934,2018,4,0,0,Germany
1040-872X,2021,1,0,0,Germany
1054-6618,2020,1,0,0,Germany
1063-4266,2020,1,0,0,Germany
1552-5430,2019,1,0,0,Germany
1618-3169,2021,6,5,0,Germany
1687-8280,2018,1,0,0,Germany
1879-3096,2019,13,1,0,Germany
2156-7697,2019,4,0,0,Germany
2366-6218,2018,30,0,0,Germany
0168-3659,2018,17,0,0,Germany
0256-1530,2020,1,0,0,Germany
0894-6507,2018,2,0,0,Germany
1547-3287,2018,8,0,0,Germany
1569-4445,2017,7,0,0,Germany
1624-6039,2017,5,0,0,Germany
2057-049X,2017,1,0,0,Germany
2352-1546,2020,5,0,0,Germany
0167-8019,2019,1,0,0,Germany
0179-051X,2019,1,0,0,Germany
0726-8602,2018,1,0,0,Germany
0883-6353,2018,1,0,0,Germany
1063-7788,2019,1,0,0,Germany
1368-4973,2017,2,0,0,Germany
1369-8230,2017,1,0,0,Germany
1543-8384,2020,18,0,0,Germany
1556-6072,2021,2,0,0,Germany
1568-9883,2017,1,0,0,Germany
1793-9453,2018,1,0,0,Germany
2055-7671,2020,2,0,0,Germany
0140-7775,2017,7,0,0,Germany
0144-333X,2017,1,0,0,Germany
0167-7187,2021,7,0,0,Germany
0266-5433,2017,5,0,0,Germany
0735-1933,2020,2,0,0,Germany
0892-7936,2021,1,0,0,Germany
0941-8849,2020,128,0,0,Germany
1439-3557,2019,53,0,0,Germany
1759-5134,2018,1,0,0,Germany
1948-7193,2020,11,1,0,Germany
2296-4657,2019,2,0,0,Germany
0962-0214,2018,1,0,0,Germany
1058-0530,2017,2,0,0,Germany
1076-0512,2017,2,0,0,Germany
1461-9555,2020,2,1,0,Germany
1476-1122,2020,23,0,0,Germany
1544-3558,2017,3,0,0,Germany
1748-0132,2020,1,0,0,Germany
2194-5411,2020,1,0,0,Germany
2329-9266,2021,1,0,0,Germany
2381-8107,2019,1,0,0,Germany
2451-9650,2018,3,0,0,Germany
0022-1147,2018,2,0,0,Germany
0033-3042,2019,12,2,0,Germany
0048-5950,2021,1,0,0,Germany
0269-9052,2021,1,0,0,Germany
0305-9049,2019,1,0,0,Germany
0920-8569,2018,1,0,0,Germany
0959-2318,2021,2,0,0,Germany
1070-289X,2018,4,0,0,Germany
1071-3581,2017,2,0,0,Germany
1088-9051,2018,6,6,0,Germany
1360-8592,2021,3,0,0,Germany
1422-6928,2019,6,0,0,Germany
1812-1004,2017,1,0,0,Germany
1876-3405,2019,1,0,0,Germany
1877-8585,2017,1,0,0,Germany
2405-8289,2018,5,0,0,Germany
0001-8686,2018,5,0,0,Germany
0045-5067,2018,3,0,0,Germany
0049-8653,2018,26,0,0,Germany
0158-4197,2018,3,0,0,Germany
0306-6150,2020,3,0,0,Germany
0894-069X,2017,2,0,0,Germany
1612-1031,2021,1,0,0,Germany
1754-0763,2019,1,0,0,Germany
1932-4529,2019,3,0,0,Germany
2049-8764,2017,1,0,0,Germany
2199-2908,2019,3,0,0,Germany
2327-9095,2019,2,0,0,Germany
2451-8913,2019,1,0,0,Germany
0001-690X,2017,11,0,0,Germany
0014-4894,2020,1,0,0,Germany
0019-1019,2017,2,0,0,Germany
0037-1912,2017,1,0,0,Germany
0133-3720,2017,1,0,0,Germany
0272-6386,2018,4,0,0,Germany
0707-5332,2017,1,0,0,Germany
0734-0664,2017,3,0,0,Germany
1047-840X,2017,3,0,0,Germany
1476-7333,2018,1,0,0,Germany
1542-2321,2020,2,0,0,Germany
1878-4429,2020,1,0,0,Germany
2325-4815,2019,2,0,0,Germany
0040-6090,2020,15,0,0,Germany
0275-7206,2017,1,0,0,Germany
0305-0629,2017,2,0,0,Germany
0902-0063,2017,8,0,0,Germany
1045-4527,2018,1,0,0,Germany
1055-0925,2017,1,0,0,Germany
1471-0684,2020,1,0,0,Germany
1528-4972,2019,1,0,0,Germany
0021-9746,2019,2,0,0,Germany
0269-8889,2018,1,0,0,Germany
0305-1846,2017,4,0,0,Germany
1081-602X,2017,1,0,0,Germany
1354-7860,2021,1,0,0,Germany
1365-182X,2020,11,0,0,Germany
1948-5875,2020,22,2,0,Germany
2054-2577,2019,2,0,0,Germany
0004-4717,2018,9,0,0,Germany
0040-571X,2019,1,0,0,Germany
0142-694X,2018,3,0,0,Germany
0167-9457,2018,13,0,0,Germany
0899-5885,2021,1,0,0,Germany
1049-023X,2021,1,0,0,Germany
1538-7216,2018,1,0,0,Germany
1744-1366,2018,1,0,0,Germany
1751-1437,2020,1,0,0,Germany
1934-2640,2017,1,0,0,Germany
2454-213X,2017,1,0,0,Germany
0166-5316,2018,1,0,0,Germany
0263-2241,2018,7,0,0,Germany
1233-1821,2018,2,0,0,Germany
1444-0903,2019,2,0,0,Germany
1462-317X,2018,1,0,0,Germany
1617-416X,2019,9,0,0,Germany
2095-025X,2020,1,0,0,Germany
0024-9297,2018,61,5,0,Germany
0029-5493,2018,24,0,0,Germany
0399-0559,2017,1,0,0,Germany
0748-0814,2021,1,0,0,Germany
0920-9034,2018,2,0,0,Germany
1061-5806,2017,3,0,0,Germany
1322-7130,2019,1,0,0,Germany
1388-1957,2017,3,0,0,Germany
1522-8517,2018,208,0,0,Germany
1758-678X,2020,13,1,0,Germany
2397-1851,2018,1,0,0,Germany
0006-3444,2020,4,0,0,Germany
0018-2648,2017,6,0,0,Germany
0022-4812,2020,1,0,0,Germany
0277-2116,2018,7,0,0,Germany
0924-669X,2017,2,0,0,Germany
1012-9405,2020,2,0,0,Germany
1063-7761,2019,1,0,0,Germany
1350-9462,2020,1,0,0,Germany
1448-2517,2019,4,0,0,Germany
1460-8545,2018,1,0,0,Germany
1748-3131,2017,1,0,0,Germany
2163-0402,2019,4,0,0,Germany
2212-571X,2020,4,0,0,Germany
0010-4140,2018,4,0,0,Germany
0377-8398,2019,1,0,0,Germany
0810-5391,2017,1,0,0,Germany
0953-8186,2018,1,0,0,Germany
1369-6815,2018,1,0,0,Germany
1447-0594,2018,2,0,0,Germany
1463-5216,2019,1,0,0,Germany
1556-3650,2017,8,0,0,Germany
1614-0702,2017,87,0,0,Germany
1868-5137,2018,5,0,0,Germany
2118-5735,2020,1,0,0,Germany
0006-3363,2020,5,0,0,Germany
0193-1849,2020,5,0,0,Germany
1352-3252,2017,1,0,0,Germany
1746-0751,2018,1,0,0,Germany
2325-0984,2021,3,0,0,Germany
2509-7075,2018,71,0,0,Germany
0013-5585,2017,12,0,0,Germany
0034-6527,2017,1,0,0,Germany
0037-7686,2019,2,0,0,Germany
0263-2373,2020,12,0,0,Germany
0379-6779,2018,5,0,0,Germany
1045-2257,2018,9,0,0,Germany
1075-8216,2018,1,0,0,Germany
1081-2865,2018,2,0,0,Germany
0002-9890,2019,7,0,0,Germany
0006-2952,2020,18,0,0,Germany
0025-5300,2017,16,0,0,Germany
0030-1299,2017,10,0,0,Germany
0030-7653,2018,7,0,0,Germany
0265-2048,2021,1,0,0,Germany
1080-7683,2019,1,1,0,Germany
1090-9443,2017,3,0,0,Germany
1342-1751,2019,2,0,0,Germany
1350-5033,2019,1,0,0,Germany
1434-2944,2018,2,0,0,Germany
1435-8603,2018,14,0,0,Germany
1552-5007,2018,8,0,0,Germany
1741-5977,2017,2,0,0,Germany
1867-1616,2018,9,0,0,Germany
0001-6357,2017,4,0,0,Germany
0022-278X,2021,1,0,0,Germany
0271-2091,2018,6,0,0,Germany
0732-3123,2021,2,0,0,Germany
0926-5805,2018,6,0,0,Germany
0969-806X,2017,3,0,0,Germany
1040-0605,2018,12,0,0,Germany
1529-9430,2017,8,0,0,Germany
1863-1959,2017,2,0,0,Germany
2196-2979,2018,2,0,0,Germany
2405-688X,2018,1,0,0,Germany
2512-8450,2021,5,1,0,Germany
0009-3084,2017,5,0,0,Germany
0016-9013,2018,11,0,0,Germany
0022-0396,2017,15,0,0,Germany
0022-1686,2019,2,0,0,Germany
0031-3203,2018,7,0,0,Germany
0039-6028,2020,10,0,0,Germany
0378-3782,2019,5,0,0,Germany
0885-3010,2017,5,0,0,Germany
0930-9225,2017,38,0,0,Germany
0960-2585,2018,1,0,0,Germany
0968-6673,2020,2,0,0,Germany
1161-0301,2017,16,0,0,Germany
1551-7136,2020,1,0,0,Germany
1555-5860,2017,1,0,0,Germany
1674-0750,2017,1,0,0,Germany
1869-5744,2017,33,0,0,Germany
1874-5482,2020,1,0,0,Germany
2324-8378,2017,2,0,0,Germany
0066-6459,2020,14,0,0,Germany
0947-7411,2018,14,0,0,Germany
1042-0533,2018,1,0,0,Germany
1042-9573,2019,1,0,0,Germany
1337-7892,2020,7,0,0,Germany
1354-5078,2019,1,0,0,Germany
1527-3342,2021,4,0,0,Germany
1530-7905,2020,2,0,0,Germany
1535-8593,2020,1,0,0,Germany
1558-9447,2020,2,0,0,Germany
1911-382X,2017,1,0,0,Germany
2042-8898,2018,1,1,0,Germany
2468-8673,2018,5,0,0,Germany
0027-5107,2018,2,0,0,Germany
0160-7383,2019,2,0,0,Germany
0161-813X,2021,4,0,0,Germany
0309-8249,2017,1,0,0,Germany
0733-8724,2017,21,0,0,Germany
0949-2658,2017,1,0,0,Germany
1047-2797,2019,1,0,0,Germany
1075-2846,2018,1,0,0,Germany
1555-5259,2021,1,0,0,Germany
1759-8273,2020,2,0,0,Germany
2194-9379,2020,2,0,0,Germany
2469-4452,2020,2,0,0,Germany
0049-8653,2019,21,0,0,Germany
0066-7374,2021,1,0,0,Germany
0193-3973,2017,3,0,0,Germany
0954-2892,2019,3,0,0,Germany
1664-221X,2019,1,0,0,Germany
0736-2994,2018,1,0,0,Germany
1076-9307,2017,1,0,0,Germany
1557-1890,2017,2,0,0,Germany
1872-8847,2019,4,0,0,Germany
2048-7193,2019,1,0,0,Germany
2372-9988,2020,1,0,0,Germany
0167-4730,2017,1,0,0,Germany
0940-8789,2020,42,0,0,Germany
1033-1867,2018,1,0,0,Germany
1757-6180,2019,11,0,0,Germany
1863-6705,2019,1,0,0,Germany
2520-1131,2019,2,0,0,Germany
0003-1348,2017,2,0,0,Germany
0003-5696,2021,4,0,0,Germany
0029-3970,2019,9,0,0,Germany
0093-7754,2019,2,0,0,Germany
0951-5089,2018,11,0,0,Germany
0959-9673,2021,1,0,0,Germany
1063-7788,2017,2,0,0,Germany
1071-5797,2020,3,0,0,Germany
1343-8875,2017,2,0,0,Germany
